               EARTH ORIENTATION PARAMETER (EOP) PRODUCT CENTER CENTER (PARIS OBSERVATORY)
                      INTERNATIONAL EARTH ROTATION AND REFERENCE SYSTEMS SERVICE
                                    EOP (IERS) 20 C04 TIME SERIES  (old format)   
               Description: https://hpiers.obspm.fr/eoppc/eop/eopc04/eopc04.txt
                            contact: christian.bizouard@obspm.fr

  
             FORMAT(3(I4),I7,2(F11.6),2(F12.7),2(F11.6),2(F11.6),2(F11.7),2(F12.6))
##################################################################################
  
      Date      MJD      x          y        UT1-UTC       LOD         dX        dY        x Err     y Err   UT1-UTC Err  LOD Err     dX Err       dY Err  
                         "          "           s           s          "         "           "          "          s         s            "           "
     (0h UTC)
2000   1   1  51544   0.043261   0.377991   0.3554724   0.0009394  -0.000137  -0.000026   0.000084   0.000067  0.0000104  0.0000274    0.000120    0.000101
2000   1   2  51545   0.043502   0.377750   0.3546007   0.0008034  -0.000126  -0.000056   0.000080   0.000064  0.0000137  0.0000289    0.000125    0.000104
2000   1   3  51546   0.043604   0.377446   0.3538658   0.0006680  -0.000089  -0.000091   0.000078   0.000062  0.0000193  0.0000282    0.000133    0.000110
2000   1   4  51547   0.043417   0.377153   0.3532612   0.0005441  -0.000034  -0.000129   0.000077   0.000061  0.0000233  0.0000258    0.000137    0.000112
2000   1   5  51548   0.043105   0.376856   0.3527694   0.0004369   0.000032  -0.000164   0.000076   0.000061  0.0000262  0.0000243    0.000137    0.000113
2000   1   6  51549   0.043096   0.376474   0.3523602   0.0004100   0.000121  -0.000128   0.000077   0.000061  0.0000371  0.0000239    0.000137    0.000113
2000   1   7  51550   0.043472   0.376293   0.3519474   0.0004240   0.000209  -0.000071   0.000079   0.000063  0.0000513  0.0000236    0.000136    0.000113
2000   1   8  51551   0.043770   0.376249   0.3515229   0.0003865   0.000275  -0.000026   0.000079   0.000063  0.0000480  0.0000232    0.000134    0.000113
2000   1   9  51552   0.043750   0.376005   0.3511208   0.0004639   0.000306  -0.000005   0.000078   0.000062  0.0000357  0.0000228    0.000131    0.000113
2000   1  10  51553   0.043594   0.375570   0.3505856   0.0006120   0.000291  -0.000017   0.000078   0.000062  0.0000218  0.0000225    0.000130    0.000113
2000   1  11  51554   0.043714   0.375114   0.3498973   0.0007567   0.000216  -0.000074   0.000080   0.000063  0.0000140  0.0000221    0.000130    0.000113
2000   1  12  51555   0.044190   0.374881   0.3490673   0.0009018   0.000050  -0.000239   0.000082   0.000065  0.0000116  0.0000217    0.000130    0.000111
2000   1  13  51556   0.045121   0.374893   0.3480911   0.0010574  -0.000025   0.000014   0.000084   0.000068  0.0000123  0.0000214    0.000138    0.000117
2000   1  14  51557   0.046499   0.374998   0.3469710   0.0011766  -0.000048   0.000313   0.000086   0.000069  0.0000169  0.0000211    0.000140    0.000120
2000   1  15  51558   0.047659   0.375034   0.3457713   0.0012001  -0.000058   0.000420   0.000083   0.000067  0.0000281  0.0000209    0.000140    0.000119
2000   1  16  51559   0.048522   0.375021   0.3445965   0.0011277  -0.000053   0.000413   0.000082   0.000065  0.0000420  0.0000212    0.000137    0.000117
2000   1  17  51560   0.049419   0.375022   0.3435190   0.0010329  -0.000036   0.000317   0.000084   0.000067  0.0000468  0.0000218    0.000131    0.000112
2000   1  18  51561   0.050642   0.375275   0.3425318   0.0009568  -0.000010   0.000159   0.000084   0.000067  0.0000386  0.0000222    0.000129    0.000110
2000   1  19  51562   0.051981   0.375784   0.3416146   0.0008700   0.000020  -0.000036   0.000083   0.000066  0.0000288  0.0000223    0.000128    0.000109
2000   1  20  51563   0.053175   0.375933   0.3407731   0.0008188   0.000038  -0.000104   0.000085   0.000068  0.0000295  0.0000220    0.000128    0.000109
2000   1  21  51564   0.054243   0.376107   0.3399422   0.0008635   0.000050  -0.000120   0.000087   0.000070  0.0000377  0.0000216    0.000127    0.000109
2000   1  22  51565   0.055108   0.376536   0.3390254   0.0009799   0.000060  -0.000132   0.000087   0.000069  0.0000445  0.0000216    0.000122    0.000104
2000   1  23  51566   0.055783   0.377016   0.3379808   0.0010994   0.000067  -0.000140   0.000087   0.000069  0.0000456  0.0000222    0.000108    0.000092
2000   1  24  51567   0.056207   0.377377   0.3368263   0.0012083   0.000070  -0.000145   0.000087   0.000069  0.0000461  0.0000227    0.000098    0.000084
2000   1  25  51568   0.056471   0.377575   0.3355766   0.0012886   0.000069  -0.000146   0.000084   0.000067  0.0000369  0.0000227    0.000096    0.000082
2000   1  26  51569   0.056641   0.377496   0.3342734   0.0013073   0.000062  -0.000144   0.000081   0.000065  0.0000271  0.0000227    0.000096    0.000082
2000   1  27  51570   0.056966   0.377136   0.3329856   0.0012579   0.000000  -0.000138   0.000083   0.000066  0.0000282  0.0000225    0.000097    0.000082
2000   1  28  51571   0.057314   0.376911   0.3317760   0.0011534  -0.000074  -0.000129   0.000087   0.000069  0.0000368  0.0000226    0.000102    0.000088
2000   1  29  51572   0.057251   0.376667   0.3306913   0.0010101  -0.000136  -0.000118   0.000092   0.000073  0.0000417  0.0000228    0.000122    0.000108
2000   1  30  51573   0.057030   0.376380   0.3297611   0.0008398  -0.000175  -0.000107   0.000092   0.000073  0.0000341  0.0000228    0.000142    0.000129
2000   1  31  51574   0.056967   0.376170   0.3289938   0.0007080  -0.000182  -0.000097   0.000089   0.000071  0.0000226  0.0000227    0.000147    0.000134
2000   2   1  51575   0.056963   0.375762   0.3283290   0.0006471  -0.000149  -0.000087   0.000087   0.000069  0.0000168  0.0000225    0.000148    0.000135
2000   2   2  51576   0.057165   0.375194   0.3277119   0.0005709  -0.000050  -0.000082   0.000085   0.000067  0.0000181  0.0000224    0.000202    0.000193
2000   2   3  51577   0.057670   0.374585   0.3271754   0.0005000  -0.000066  -0.000043   0.000084   0.000067  0.0000274  0.0000226    0.000417    0.000429
2000   2   4  51578   0.058256   0.373994   0.3266815   0.0005091  -0.000179   0.000017   0.000084   0.000067  0.0000446  0.0000233    0.000761    0.000805
2000   2   5  51579   0.059011   0.373430   0.3261392   0.0005836  -0.000330   0.000000   0.000084   0.000066  0.0000442  0.0000237    0.000694    0.000731
2000   2   6  51580   0.060007   0.372926   0.3254984   0.0006989  -0.000458  -0.000042   0.000084   0.000066  0.0000320  0.0000235    0.000443    0.000455
2000   2   7  51581   0.061102   0.372519   0.3247202   0.0008710  -0.000504  -0.000091   0.000084   0.000066  0.0000194  0.0000228    0.000196    0.000184
2000   2   8  51582   0.062186   0.372200   0.3237529   0.0010757  -0.000407  -0.000128   0.000086   0.000067  0.0000127  0.0000218    0.000131    0.000113
